user_id,y
M1_D00090_04_00,0.5233272761106491
M2_D00634_07_30,0.5225498452782631
M1_D00357_16_30,0.5223323404788971
M1_D00150_04_30,0.5220474228262901
M2_D00394_23_00,0.5213722363114357
M1_D00207_20_30,0.5219832807779312
M1_D00481_06_30,0.521553561091423
M1_D00124_23_00,0.5218693539500237
M1_D00600_05_00,0.5210539847612381
M1_D00095_22_00,0.5214995741844177
M1_D00524_19_00,0.5233298987150192
M2_D00407_17_00,0.5234807580709457
M2_D00337_12_30,0.5219863429665565
M1_D00088_14_30,0.5198729112744331
M1_D00600_04_00,0.5218264535069466
M2_D00026_00_30,0.5248325392603874
M2_D00351_12_00,0.5235771462321281
M2_D00362_03_00,0.5209984630346298
M1_D00302_19_00,0.5213291049003601
M2_D00026_12_30,0.5247203260660172
M2_D00358_11_30,0.5216558128595352
M2_D00073_20_30,0.5216536745429039
M2_D00103_10_00,0.5230351090431213
M2_D00607_09_00,0.5229361951351166
M1_D00382_08_00,0.5230577811598778
M2_D00628_01_30,0.5212717428803444
M2_D00217_15_00,0.5245359018445015
M1_D00145_15_30,0.5192307233810425
M1_D00476_14_00,0.5220036134123802
M2_D00625_17_00,0.5217142030596733
M1_D00480_01_00,0.5214132219552994
M1_D00080_02_30,0.5207034572958946
M1_D00125_14_30,0.5213916450738907
M2_D00628_04_30,0.5229752510786057
M2_D00531_08_30,0.5244103670120239
M2_D00607_04_00,0.5251404345035553
M2_D00555_14_00,0.523238055408001
M1_D00429_04_00,0.5216644033789635
M2_D00426_06_30,0.5245261117815971
M1_D00130_23_00,0.5208704248070717
M1_D00357_19_30,0.5221348702907562
M1_D00373_11_30,0.5211230665445328
M2_D00026_19_00,0.5209903791546822
M2_D00075_06_30,0.5206506326794624
M1_D00701_11_30,0.5221912413835526
M2_D00404_02_30,0.5211036130785942
M1_D00145_17_30,0.5197691321372986
M2_D00398_12_00,0.5216725170612335
M2_D00687_02_00,0.5199984312057495
M1_D00154_22_30,0.521488644182682
M1_D00088_11_00,0.5203379914164543
M2_D00614_18_00,0.5225287526845932
M2_D00628_20_00,0.5216904133558273
M2_D00508_22_00,0.5228966623544693
M1_D00217_07_00,0.5215402320027351
M2_D00086_05_00,0.5217589884996414
M1_D00236_04_30,0.521750271320343
M1_D00660_15_00,0.5237942859530449
M1_D00134_05_00,0.5208464339375496
M1_D00564_07_00,0.5221031084656715
M2_D00158_08_00,0.5210831612348557
M1_D00099_23_30,0.5218294113874435
M1_D00236_23_30,0.5220332071185112
M1_D00607_04_00,0.5191019549965858
M2_D00625_08_30,0.5211171805858612
M1_D00404_13_00,0.5215132385492325
M1_D00090_14_30,0.5220477804541588
M2_D00283_15_00,0.5248558148741722
M2_D00143_02_00,0.5215537771582603
M1_D00358_08_00,0.522719107568264
M2_D00405_06_00,0.5236418843269348
M2_D00683_14_30,0.5202055647969246
M1_D00214_13_00,0.5242304652929306
M1_D00144_08_00,0.5212505161762238
M1_D00099_00_00,0.5210601463913918
M1_D00080_14_30,0.5195848867297173
M2_D00421_03_30,0.521748922765255
M2_D00664_21_30,0.5214912369847298
M1_D00474_17_00,0.5218724012374878
M1_D00707_19_00,0.5237558931112289
M2_D00001_07_00,0.5211860835552216
M1_D00531_09_30,0.5216426849365234
M2_D00282_17_00,0.5215817019343376
M2_D00132_21_30,0.5242721810936928
M1_D00080_11_00,0.5222033634781837
M2_D00315_17_00,0.521523728966713
M1_D00564_22_30,0.523211345076561
M1_D00653_18_00,0.5207984074950218
M1_D00334_23_00,0.522242359817028
M1_D00712_17_00,0.5223048701882362
M2_D00712_19_30,0.5230020210146904
M1_D00302_02_30,0.5205511003732681
M2_D00290_06_00,0.5221055895090103
M1_D00428_01_00,0.5220653489232063
M2_D00421_04_00,0.5206292271614075
M1_D00600_18_30,0.5214121490716934
